Tanggal,Indikator_Harga,Periode,Bulan,Minggu,Tahun,Data_Source,Last_Updated
2023-11-08,0.887,November'23,November'23,,2023,uploaded,2025-10-22 08:13:55.584533
2023-11-15,1.534,November'23,November'23,,2023,uploaded,2025-10-22 08:13:55.586541
2023-11-22,2.077,November'23,November'23,,2023,uploaded,2025-10-22 08:13:55.588547
2023-12-01,2.021,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:13:55.589545
2023-12-08,2.414,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:13:55.590545
2023-12-15,2.414,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:13:55.591545
2023-12-22,2.288,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:13:55.593053
2024-01-01,0.166,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:13:55.595063
2024-01-08,-0.746,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:13:55.597069
2024-01-15,-1.6,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:13:55.598062
2024-01-22,-2.137,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:13:55.600062
2024-02-01,-2.694,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:13:55.602061
2024-02-08,-2.328,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:13:55.603567
2024-02-15,-1.962,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:13:55.604574
2024-02-22,0.355,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:13:55.606573
2024-02-29,1.492,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:13:55.608573
2024-03-01,4.523,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:13:55.610573
2024-03-08,4.793,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:13:55.611574
2024-03-15,4.489,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:13:55.613082
2024-03-22,3.92,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:13:55.615098
2024-04-01,-3.69,April'24,April'24,,2024,uploaded,2025-10-22 08:13:55.618099
2024-04-15,-3.38,April'24,April'24,,2024,uploaded,2025-10-22 08:13:55.620100
2024-04-22,-3.43,April'24,April'24,,2024,uploaded,2025-10-22 08:13:55.621100
2024-05-01,1.58,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:13:55.623099
2024-05-08,1.81,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:13:55.624259
2024-05-15,2.08,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:13:55.625263
2024-05-22,1.89,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:13:55.626260
2024-05-29,1.5,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:13:55.627262
2024-06-01,-2.15,Juni'24,Juni'24,,2024,uploaded,2025-10-22 08:13:55.629263
2024-06-15,-1.99,Juni'24,Juni'24,,2024,uploaded,2025-10-22 08:13:55.630261
2024-06-22,-2.0,Juni'24,Juni'24,,2024,uploaded,2025-10-22 08:13:55.632264
2024-07-01,-1.16,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:13:55.633765
2024-07-08,-1.19,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:13:55.634773
2024-07-15,-1.09,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:13:55.636780
2024-07-22,-0.84,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:13:55.638778
2024-08-01,0.76,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:13:55.639782
2024-08-08,1.01,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:13:55.640781
2024-08-15,1.05,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:13:55.641782
2024-08-22,0.81,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:13:55.643290
2024-08-29,0.35,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:13:55.644298
2024-09-01,-2.58,September'24,September'24,,2024,uploaded,2025-10-22 08:13:55.646298
2024-09-08,-2.88,September'24,September'24,,2024,uploaded,2025-10-22 08:13:55.647298
2024-09-15,-3.05,September'24,September'24,,2024,uploaded,2025-10-22 08:13:55.649301
2024-09-22,-3.03,September'24,September'24,,2024,uploaded,2025-10-22 08:13:55.651303
2024-10-01,-0.03,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:13:55.653298
2024-10-08,-0.1,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:13:55.654408
2024-10-15,-0.06,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:13:55.655406
2024-10-22,0.02,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:13:55.656406
2024-10-29,0.19,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:13:55.657406
2024-11-01,0.78,November'24,November'24,,2024,uploaded,2025-10-22 08:13:55.659407
2024-11-08,0.64,November'24,November'24,,2024,uploaded,2025-10-22 08:13:55.661180
2024-11-15,0.7,November'24,November'24,,2024,uploaded,2025-10-22 08:13:55.662407
2024-11-22,0.72,November'24,November'24,,2024,uploaded,2025-10-22 08:13:55.663921
2024-12-01,0.14,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:13:55.665472
2024-12-08,0.36,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:13:55.667012
2024-12-15,0.71,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:13:55.668561
2024-12-22,1.04,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:13:55.670109
2025-01-01,3.51,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:13:55.671674
2025-01-08,4.26,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:13:55.673193
2025-01-15,4.84,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:13:55.674203
2025-01-22,4.87,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:13:55.675212
2025-02-01,-1.04,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:13:55.677211
2025-02-08,-1.17,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:13:55.678211
2025-02-15,-1.45,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:13:55.680216
2025-02-22,-1.14,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:13:55.683051
2025-03-01,3.03,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:13:55.685065
2025-03-08,2.29,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:13:55.688062
2025-03-15,2.28,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:13:55.691062
2025-04-08,-1.07,April'25,April'25,,2025,uploaded,2025-10-22 08:13:55.693062
2025-04-15,-1.31,April'25,April'25,,2025,uploaded,2025-10-22 08:13:55.694582
2025-04-22,-2.08,April'25,April'25,,2025,uploaded,2025-10-22 08:13:55.696584
2025-05-01,-2.24,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:13:55.699584
2025-05-15,-2.61,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:13:55.703096
2025-05-22,-2.81,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:13:55.705107
2025-05-29,-2.96,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:13:55.708108
2025-06-01,-1.1,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:13:55.710104
2025-06-08,-0.86,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:13:55.712104
2025-06-15,-0.66,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:13:55.713609
2025-06-22,-0.43,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:13:55.716629
