Tanggal,Indikator_Harga,Periode,Bulan,Minggu,Tahun,Data_Source,Last_Updated
2024-09-15,-3.05,September'24,September'24,,2024,uploaded,2025-10-22 07:13:30.057939
2024-09-22,-3.03,September'24,September'24,,2024,uploaded,2025-10-22 07:13:30.059938
2024-10-01,-0.03,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 07:13:30.061939
2024-10-08,-0.1,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 07:13:30.063937
2024-10-15,-0.06,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 07:13:30.065940
2024-10-22,0.02,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 07:13:30.067940
2024-10-29,0.19,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 07:13:30.068942
2024-11-01,0.78,November'24,November'24,,2024,uploaded,2025-10-22 07:13:30.070943
2024-11-08,0.64,November'24,November'24,,2024,uploaded,2025-10-22 07:13:30.071939
2024-11-15,0.7,November'24,November'24,,2024,uploaded,2025-10-22 07:13:30.073948
2024-11-22,0.72,November'24,November'24,,2024,uploaded,2025-10-22 07:13:30.075948
2024-12-01,0.14,Desember'24,Desember'24,,2024,uploaded,2025-10-22 07:13:30.076945
2024-12-08,0.36,Desember'24,Desember'24,,2024,uploaded,2025-10-22 07:13:30.078947
2024-12-15,0.71,Desember'24,Desember'24,,2024,uploaded,2025-10-22 07:13:30.079947
2024-12-22,1.04,Desember'24,Desember'24,,2024,uploaded,2025-10-22 07:13:30.080947
2025-01-01,3.51,Januari'25,Januari'25,,2025,uploaded,2025-10-22 07:13:30.082946
2025-01-08,4.26,Januari'25,Januari'25,,2025,uploaded,2025-10-22 07:13:30.084945
2025-01-15,4.84,Januari'25,Januari'25,,2025,uploaded,2025-10-22 07:13:30.085949
2025-01-22,4.87,Januari'25,Januari'25,,2025,uploaded,2025-10-22 07:13:30.087457
2025-02-01,-1.04,Februari'25,Februari'25,,2025,uploaded,2025-10-22 07:13:30.088467
2025-02-08,-1.17,Februari'25,Februari'25,,2025,uploaded,2025-10-22 07:13:30.090468
2025-02-15,-1.45,Februari'25,Februari'25,,2025,uploaded,2025-10-22 07:13:30.092468
2025-02-22,-1.14,Februari'25,Februari'25,,2025,uploaded,2025-10-22 07:13:30.094469
2025-03-01,3.03,Maret'25,Maret'25,,2025,uploaded,2025-10-22 07:13:30.095470
2025-03-08,2.29,Maret'25,Maret'25,,2025,uploaded,2025-10-22 07:13:30.097489
2025-03-15,2.28,Maret'25,Maret'25,,2025,uploaded,2025-10-22 07:13:30.098466
2025-04-08,-1.07,April'25,April'25,,2025,uploaded,2025-10-22 07:13:30.101471
2025-04-15,-1.31,April'25,April'25,,2025,uploaded,2025-10-22 07:13:30.102467
2025-04-22,-2.08,April'25,April'25,,2025,uploaded,2025-10-22 07:13:30.104468
2025-05-01,-2.24,Mei'25,Mei'25,,2025,uploaded,2025-10-22 07:13:30.105467
2025-05-15,-2.61,Mei'25,Mei'25,,2025,uploaded,2025-10-22 07:13:30.107468
2025-05-22,-2.81,Mei'25,Mei'25,,2025,uploaded,2025-10-22 07:13:30.109474
2025-05-29,-2.96,Mei'25,Mei'25,,2025,uploaded,2025-10-22 07:13:30.111467
2025-06-01,-1.1,Juni'25,Juni'25,,2025,uploaded,2025-10-22 07:13:30.112470
2025-06-08,-0.86,Juni'25,Juni'25,,2025,uploaded,2025-10-22 07:13:30.114468
2025-06-15,-0.66,Juni'25,Juni'25,,2025,uploaded,2025-10-22 07:13:30.117466
2025-06-22,-0.43,Juni'25,Juni'25,,2025,uploaded,2025-10-22 07:13:30.119471
