Tanggal,Indikator_Harga,Periode,Bulan,Minggu,Tahun,Data_Source,Last_Updated
2023-10-15,0.323,Oktober'23,Oktober'23,,2023,uploaded,2025-10-22 08:11:26.063074
2023-10-22,0.363,Oktober'23,Oktober'23,,2023,uploaded,2025-10-22 08:11:26.065090
2023-11-01,0.672,November'23,November'23,,2023,uploaded,2025-10-22 08:11:26.066088
2023-11-08,0.887,November'23,November'23,,2023,uploaded,2025-10-22 08:11:26.067090
2023-11-15,1.534,November'23,November'23,,2023,uploaded,2025-10-22 08:11:26.069093
2023-11-22,2.077,November'23,November'23,,2023,uploaded,2025-10-22 08:11:26.070093
2023-12-01,2.021,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:11:26.078638
2023-12-08,2.414,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:11:26.083143
2023-12-15,2.414,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:11:26.087162
2023-12-22,2.288,Desember'23,Desember'23,,2023,uploaded,2025-10-22 08:11:26.089159
2024-01-01,0.166,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:11:26.090159
2024-01-08,-0.746,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:11:26.092668
2024-01-15,-1.6,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:11:26.094677
2024-01-22,-2.137,Januari'24,Januari'24,,2024,uploaded,2025-10-22 08:11:26.095684
2024-02-01,-2.694,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:11:26.096682
2024-02-08,-2.328,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:11:26.098684
2024-02-15,-1.962,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:11:26.100687
2024-02-22,0.355,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:11:26.102687
2024-02-29,1.492,Februari'24,Februari'24,,2024,uploaded,2025-10-22 08:11:26.104170
2024-03-01,4.523,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:11:26.106178
2024-03-08,4.793,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:11:26.107173
2024-03-15,4.489,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:11:26.109171
2024-03-22,3.92,Maret'24,Maret'24,,2024,uploaded,2025-10-22 08:11:26.110171
2024-04-01,-3.69,April'24,April'24,,2024,uploaded,2025-10-22 08:11:26.111171
2024-04-15,-3.38,April'24,April'24,,2024,uploaded,2025-10-22 08:11:26.112677
2024-04-22,-3.43,April'24,April'24,,2024,uploaded,2025-10-22 08:11:26.114688
2024-05-01,1.58,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:11:26.115685
2024-05-08,1.81,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:11:26.117685
2024-05-15,2.08,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:11:26.119683
2024-05-22,1.89,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:11:26.120682
2024-05-29,1.5,Mei'24,Mei'24,,2024,uploaded,2025-10-22 08:11:26.121685
2024-06-01,-2.15,Juni'24,Juni'24,,2024,uploaded,2025-10-22 08:11:26.123198
2024-06-15,-1.99,Juni'24,Juni'24,,2024,uploaded,2025-10-22 08:11:26.125205
2024-06-22,-2.0,Juni'24,Juni'24,,2024,uploaded,2025-10-22 08:11:26.126201
2024-07-01,-1.16,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:11:26.128200
2024-07-08,-1.19,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:11:26.130238
2024-07-15,-1.09,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:11:26.132768
2024-07-22,-0.84,Juli'24,Juli'24,,2024,uploaded,2025-10-22 08:11:26.134778
2024-08-01,0.76,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:11:26.136804
2024-08-08,1.01,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:11:26.137782
2024-08-15,1.05,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:11:26.138804
2024-08-22,0.81,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:11:26.140815
2024-08-29,0.35,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:11:26.141817
2024-09-01,-2.58,September'24,September'24,,2024,uploaded,2025-10-22 08:11:26.144305
2024-09-08,-2.88,September'24,September'24,,2024,uploaded,2025-10-22 08:11:26.145301
2024-09-15,-3.05,September'24,September'24,,2024,uploaded,2025-10-22 08:11:26.147299
2024-09-22,-3.03,September'24,September'24,,2024,uploaded,2025-10-22 08:11:26.148302
2024-10-01,-0.03,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:11:26.150300
2024-10-08,-0.1,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:11:26.250446
2024-10-15,-0.06,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:11:26.251448
2024-10-22,0.02,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:11:26.253961
2024-10-29,0.19,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:11:26.254990
2024-11-01,0.78,November'24,November'24,,2024,uploaded,2025-10-22 08:11:26.256967
2024-11-08,0.64,November'24,November'24,,2024,uploaded,2025-10-22 08:11:26.258970
2024-11-15,0.7,November'24,November'24,,2024,uploaded,2025-10-22 08:11:26.260968
2024-11-22,0.72,November'24,November'24,,2024,uploaded,2025-10-22 08:11:26.262972
2024-12-01,0.14,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:11:26.265064
2024-12-08,0.36,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:11:26.266063
2024-12-15,0.71,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:11:26.268058
2024-12-22,1.04,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:11:26.271061
2025-01-01,3.51,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:11:26.272080
2025-01-08,4.26,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:11:26.273565
2025-01-15,4.84,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:11:26.274569
2025-01-22,4.87,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:11:26.276571
2025-02-01,-1.04,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:11:26.279568
2025-02-08,-1.17,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:11:26.280568
2025-02-15,-1.45,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:11:26.281568
2025-02-22,-1.14,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:11:26.284091
2025-03-01,3.03,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:11:26.286100
2025-03-08,2.29,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:11:26.288107
2025-03-15,2.28,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:11:26.289105
2025-04-08,-1.07,April'25,April'25,,2025,uploaded,2025-10-22 08:11:26.291099
2025-04-15,-1.31,April'25,April'25,,2025,uploaded,2025-10-22 08:11:26.292607
2025-04-22,-2.08,April'25,April'25,,2025,uploaded,2025-10-22 08:11:26.294617
2025-05-01,-2.24,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:11:26.296615
2025-05-15,-2.61,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:11:26.298617
2025-05-22,-2.81,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:11:26.300617
2025-05-29,-2.96,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:11:26.302625
2025-06-01,-1.1,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:11:26.304988
2025-06-08,-0.86,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:11:26.305989
2025-06-15,-0.66,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:11:26.307989
2025-06-22,-0.43,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:11:26.309990
