Tanggal,Indikator_Harga,Periode,Bulan,Minggu,Tahun,Data_Source,Last_Updated
2024-08-22,0.81,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:04:07.069827
2024-08-29,0.35,Agustus'24,Agustus'24,,2024,uploaded,2025-10-22 08:04:07.071827
2024-09-01,-2.58,September'24,September'24,,2024,uploaded,2025-10-22 08:04:07.074349
2024-09-08,-2.88,September'24,September'24,,2024,uploaded,2025-10-22 08:04:07.075347
2024-09-15,-3.05,September'24,September'24,,2024,uploaded,2025-10-22 08:04:07.076347
2024-09-22,-3.03,September'24,September'24,,2024,uploaded,2025-10-22 08:04:07.078365
2024-10-01,-0.03,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:04:07.079349
2024-10-08,-0.1,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:04:07.081348
2024-10-15,-0.06,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:04:07.083355
2024-10-22,0.02,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:04:07.084492
2024-10-29,0.19,Oktober'24,Oktober'24,,2024,uploaded,2025-10-22 08:04:07.085492
2024-11-01,0.78,November'24,November'24,,2024,uploaded,2025-10-22 08:04:07.087495
2024-11-08,0.64,November'24,November'24,,2024,uploaded,2025-10-22 08:04:07.090500
2024-11-15,0.7,November'24,November'24,,2024,uploaded,2025-10-22 08:04:07.091493
2024-11-22,0.72,November'24,November'24,,2024,uploaded,2025-10-22 08:04:07.093493
2024-12-01,0.14,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:04:07.094590
2024-12-08,0.36,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:04:07.096592
2024-12-15,0.71,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:04:07.098590
2024-12-22,1.04,Desember'24,Desember'24,,2024,uploaded,2025-10-22 08:04:07.099590
2025-01-01,3.51,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:04:07.100589
2025-01-08,4.26,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:04:07.102589
2025-01-15,4.84,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:04:07.104101
2025-01-22,4.87,Januari'25,Januari'25,,2025,uploaded,2025-10-22 08:04:07.107112
2025-02-01,-1.04,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:04:07.109111
2025-02-08,-1.17,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:04:07.111112
2025-02-15,-1.45,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:04:07.113110
2025-02-22,-1.14,Februari'25,Februari'25,,2025,uploaded,2025-10-22 08:04:07.116206
2025-03-01,3.03,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:04:07.117717
2025-03-08,2.29,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:04:07.118727
2025-03-15,2.28,Maret'25,Maret'25,,2025,uploaded,2025-10-22 08:04:07.119727
2025-04-08,-1.07,April'25,April'25,,2025,uploaded,2025-10-22 08:04:07.121727
2025-04-15,-1.31,April'25,April'25,,2025,uploaded,2025-10-22 08:04:07.123238
2025-04-22,-2.08,April'25,April'25,,2025,uploaded,2025-10-22 08:04:07.124249
2025-05-01,-2.24,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:04:07.126247
2025-05-15,-2.61,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:04:07.127247
2025-05-22,-2.81,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:04:07.129250
2025-05-29,-2.96,Mei'25,Mei'25,,2025,uploaded,2025-10-22 08:04:07.131249
2025-06-01,-1.1,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:04:07.133247
2025-06-08,-0.86,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:04:07.134313
2025-06-15,-0.66,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:04:07.135313
2025-06-22,-0.43,Juni'25,Juni'25,,2025,uploaded,2025-10-22 08:04:07.136313
