Tanggal,Indikator_Harga,Periode,Bulan,Minggu,Tahun,Data_Source,Last_Updated
2023-07-08,0.115,Juli'23,Juli'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-07-09,0.115,Juli M2,Juli,M2,2023,csv_migration,2025-10-25 22:11:54.794000
2023-07-15,0.13,Juli'23,Juli'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-07-16,0.13,Juli M3,Juli,M3,2023,csv_migration,2025-10-25 22:11:54.794000
2023-07-22,0.093,Juli'23,Juli'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-07-23,0.093,Juli M4,Juli,M4,2023,csv_migration,2025-10-25 22:11:54.794000
2023-08-01,-0.03,Agustus'23,Agustus'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-08-06,-0.03,Agustus M1,Agustus,M1,2023,csv_migration,2025-10-25 22:11:54.794000
2023-08-08,-0.737,Agustus'23,Agustus'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-08-13,-0.737,Agustus M2,Agustus,M2,2023,csv_migration,2025-10-25 22:11:54.794000
2023-08-15,-0.888,Agustus'23,Agustus'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-08-20,-0.888,Agustus M3,Agustus,M3,2023,csv_migration,2025-10-25 22:11:54.794999
2023-08-22,-0.9,Agustus'23,Agustus'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-08-27,-0.9,Agustus M4,Agustus,M4,2023,csv_migration,2025-10-25 22:11:54.794999
2023-09-01,-0.548,September'23,September'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-09-03,-0.548,September M1,September,M1,2023,csv_migration,2025-10-25 22:11:54.794999
2023-09-08,-0.6,September'23,September'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-09-10,-0.6,September M2,September,M2,2023,csv_migration,2025-10-25 22:11:54.794999
2023-09-15,-0.404,September'23,September'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-09-17,-0.404,September M3,September,M3,2023,csv_migration,2025-10-25 22:11:54.794999
2023-09-22,-0.37,September'23,September'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-09-24,-0.37,September M4,September,M4,2023,csv_migration,2025-10-25 22:11:54.794999
2023-10-01,0.101,Oktober'23 M1,Oktober'23,M1,2023,csv_migration,2025-10-26 06:53:04.438493
2023-10-08,0.221,Oktober'23 M2,Oktober'23,M2,2023,csv_migration,2025-10-26 06:53:04.438493
2023-10-15,0.323,Oktober'23 M3,Oktober'23,M3,2023,csv_migration,2025-10-26 06:53:04.439497
2023-10-22,0.363,Oktober'23 M4,Oktober'23,M4,2023,csv_migration,2025-10-26 06:53:04.439497
2023-11-01,0.672,November'23,November'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-11-05,0.672,November M1,November,M1,2023,csv_migration,2025-10-25 22:11:54.794999
2023-11-08,0.887,November'23,November'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-11-12,0.887,November M2,November,M2,2023,csv_migration,2025-10-25 22:11:54.794999
2023-11-15,1.534,November'23,November'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-11-19,1.534,November M3,November,M3,2023,csv_migration,2025-10-25 22:11:54.794999
2023-11-22,2.077,November'23,November'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-11-26,2.077,November M4,November,M4,2023,csv_migration,2025-10-25 22:11:54.794999
2023-12-01,2.021,Desember'23,Desember'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-12-03,2.021,Desember M1,Desember,M1,2023,csv_migration,2025-10-25 22:11:54.794999
2023-12-08,2.414,Desember'23,Desember'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-12-10,2.414,Desember M2,Desember,M2,2023,csv_migration,2025-10-25 22:11:54.796007
2023-12-15,2.414,Desember'23,Desember'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-12-17,2.414,Desember M3,Desember,M3,2023,csv_migration,2025-10-25 22:11:54.796007
2023-12-22,2.288,Desember'23,Desember'23,,2023,uploaded,2025-10-26 06:53:04.481861
2023-12-24,2.288,Desember M4,Desember,M4,2023,csv_migration,2025-10-25 22:11:54.796007
2024-01-01,0.166,Januari'24,Januari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-01-07,0.166,Januari M1,Januari,M1,2024,csv_migration,2025-10-25 22:11:54.796007
2024-01-08,-0.746,Januari'24,Januari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-01-14,-0.746,Januari M2,Januari,M2,2024,csv_migration,2025-10-25 22:11:54.796007
2024-01-15,-1.6,Januari'24,Januari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-01-21,-1.6,Januari M3,Januari,M3,2024,csv_migration,2025-10-25 22:11:54.796007
2024-01-22,-2.137,Januari'24,Januari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-01-28,-2.137,Januari M4,Januari,M4,2024,csv_migration,2025-10-25 22:11:54.796007
2024-02-01,-2.694,Februari'24,Februari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-02-04,-2.694,Februari M1,Februari,M1,2024,csv_migration,2025-10-25 22:11:54.796007
2024-02-08,-2.328,Februari'24,Februari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-02-11,-2.328,Februari M2,Februari,M2,2024,csv_migration,2025-10-25 22:11:54.796007
2024-02-15,-1.962,Februari'24,Februari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-02-18,-1.962,Februari M3,Februari,M3,2024,csv_migration,2025-10-25 22:11:54.796007
2024-02-22,0.355,Februari'24,Februari'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-02-25,0.355,Februari M4,Februari,M4,2024,csv_migration,2025-10-25 22:11:54.796007
2024-02-29,1.492,Februari'24 M5,Februari'24,M5,2024,csv_migration,2025-10-26 06:53:04.447488
2024-03-01,4.523,Maret'24,Maret'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-03-03,4.523,Maret M1,Maret,M1,2024,csv_migration,2025-10-25 22:11:54.796007
2024-03-08,4.793,Maret'24,Maret'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-03-10,4.793,Maret M2,Maret,M2,2024,csv_migration,2025-10-25 22:11:54.796007
2024-03-15,4.489,Maret'24,Maret'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-03-17,4.489,Maret M3,Maret,M3,2024,csv_migration,2025-10-25 22:11:54.796007
2024-03-22,3.92,Maret'24,Maret'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-03-24,3.92,Maret M4,Maret,M4,2024,csv_migration,2025-10-25 22:11:54.797006
2024-04-01,-3.69,April'24,April'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-04-07,-3.69,April M1,April,M1,2024,csv_migration,2025-10-25 22:11:54.797006
2024-04-15,-3.38,April'24,April'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-04-21,-3.38,April M3,April,M3,2024,csv_migration,2025-10-25 22:11:54.797006
2024-04-22,-3.43,April'24,April'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-04-28,-3.43,April M4,April,M4,2024,csv_migration,2025-10-25 22:11:54.797006
2024-05-01,1.58,Mei'24,Mei'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-05-05,1.58,Mei M1,Mei,M1,2024,csv_migration,2025-10-25 22:11:54.797006
2024-05-08,1.81,Mei'24,Mei'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-05-12,1.81,Mei M2,Mei,M2,2024,csv_migration,2025-10-25 22:11:54.797006
2024-05-15,2.08,Mei'24,Mei'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-05-19,2.08,Mei M3,Mei,M3,2024,csv_migration,2025-10-25 22:11:54.797006
2024-05-22,1.89,Mei'24,Mei'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-05-26,1.89,Mei M4,Mei,M4,2024,csv_migration,2025-10-25 22:11:54.797006
2024-05-29,1.5,Mei'24,Mei'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-05-31,1.5,Mei M5,Mei,M5,2024,csv_migration,2025-10-25 22:11:54.797006
2024-06-01,-2.15,Juni'24,Juni'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-06-02,-2.15,Juni M1,Juni,M1,2024,csv_migration,2025-10-25 22:11:54.797006
2024-06-15,-1.99,Juni'24,Juni'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-06-16,-1.99,Juni M3,Juni,M3,2024,csv_migration,2025-10-25 22:11:54.797006
2024-06-22,-2.0,Juni'24,Juni'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-06-23,-2.0,Juni M4,Juni,M4,2024,csv_migration,2025-10-25 22:11:54.797006
2024-07-01,-1.16,Juli'24,Juli'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-07-07,-1.16,Juli M1,Juli,M1,2024,csv_migration,2025-10-25 22:11:54.797006
2024-07-08,-1.19,Juli'24,Juli'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-07-14,-1.19,Juli M2,Juli,M2,2024,csv_migration,2025-10-25 22:11:54.797006
2024-07-15,-1.09,Juli'24,Juli'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-07-21,-1.09,Juli M3,Juli,M3,2024,csv_migration,2025-10-25 22:11:54.798006
2024-07-22,-0.84,Juli'24,Juli'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-07-28,-0.84,Juli M4,Juli,M4,2024,csv_migration,2025-10-25 22:11:54.798006
2024-08-01,0.76,Agustus'24,Agustus'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-08-04,0.76,Agustus M1,Agustus,M1,2024,csv_migration,2025-10-25 22:11:54.798006
2024-08-08,1.01,Agustus'24,Agustus'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-08-11,1.01,Agustus M2,Agustus,M2,2024,csv_migration,2025-10-25 22:11:54.798006
2024-08-15,1.05,Agustus'24,Agustus'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-08-18,1.05,Agustus M3,Agustus,M3,2024,csv_migration,2025-10-25 22:11:54.798006
2024-08-22,0.81,Agustus'24,Agustus'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-08-25,0.81,Agustus M4,Agustus,M4,2024,csv_migration,2025-10-25 22:11:54.798006
2024-08-29,0.35,Agustus'24,Agustus'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-08-31,0.35,Agustus M5,Agustus,M5,2024,csv_migration,2025-10-25 22:11:54.798006
2024-09-01,-2.58,September'24 M1,September'24,M1,2024,csv_migration,2025-10-26 06:53:04.458867
2024-09-08,-2.88,September'24 M2,September'24,M2,2024,csv_migration,2025-10-26 06:53:04.458867
2024-09-15,-3.05,September'24 M3,September'24,M3,2024,csv_migration,2025-10-26 06:53:04.459861
2024-09-22,-3.03,September'24 M4,September'24,M4,2024,csv_migration,2025-10-26 06:53:04.460862
2024-10-01,-0.03,Oktober'24,Oktober'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-10-06,-0.03,Oktober M1,Oktober,M1,2024,csv_migration,2025-10-25 22:11:54.798006
2024-10-08,-0.1,Oktober'24,Oktober'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-10-13,-0.1,Oktober M2,Oktober,M2,2024,csv_migration,2025-10-25 22:11:54.798006
2024-10-15,-0.06,Oktober'24,Oktober'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-10-20,-0.06,Oktober M3,Oktober,M3,2024,csv_migration,2025-10-25 22:11:54.798006
2024-10-22,0.02,Oktober'24,Oktober'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-10-27,0.02,Oktober M4,Oktober,M4,2024,csv_migration,2025-10-25 22:11:54.798006
2024-10-29,0.19,Oktober'24,Oktober'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-10-31,0.19,Oktober M5,Oktober,M5,2024,csv_migration,2025-10-25 22:11:54.799007
2024-11-01,0.78,November'24,November'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-11-03,0.78,November M1,November,M1,2024,csv_migration,2025-10-25 22:11:54.799007
2024-11-08,0.64,November'24,November'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-11-10,0.64,November M2,November,M2,2024,csv_migration,2025-10-25 22:11:54.799007
2024-11-15,0.7,November'24,November'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-11-17,0.7,November M3,November,M3,2024,csv_migration,2025-10-25 22:11:54.799007
2024-11-22,0.72,November'24,November'24,,2024,uploaded,2025-10-26 06:53:04.481861
2024-11-24,0.72,November M4,November,M4,2024,csv_migration,2025-10-25 22:11:54.799007
2024-12-01,0.14,Desember'24 M1,Desember'24,M1,2024,csv_migration,2025-10-26 06:53:04.465861
2024-12-08,0.36,Desember'24 M2,Desember'24,M2,2024,csv_migration,2025-10-26 06:53:04.465861
2024-12-15,0.71,Desember'24 M3,Desember'24,M3,2024,csv_migration,2025-10-26 06:53:04.466861
2024-12-22,1.04,Desember'24 M4,Desember'24,M4,2024,csv_migration,2025-10-26 06:53:04.466861
2025-01-01,3.51,Januari'25,Januari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-01-05,3.51,Januari M1,Januari,M1,2025,csv_migration,2025-10-25 22:11:54.799526
2025-01-08,4.26,Januari'25,Januari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-01-12,4.26,Januari M2,Januari,M2,2025,csv_migration,2025-10-25 22:11:54.799526
2025-01-15,4.84,Januari'25,Januari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-01-19,4.84,Januari M3,Januari,M3,2025,csv_migration,2025-10-25 22:11:54.799526
2025-01-22,4.87,Januari'25,Januari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-01-26,4.87,Januari M4,Januari,M4,2025,csv_migration,2025-10-25 22:11:54.799526
2025-02-01,-1.04,Februari'25,Februari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-02-02,-1.04,Februari M1,Februari,M1,2025,csv_migration,2025-10-25 22:11:54.799526
2025-02-08,-1.17,Februari'25,Februari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-02-09,-1.17,Februari M2,Februari,M2,2025,csv_migration,2025-10-25 22:11:54.799526
2025-02-15,-1.45,Februari'25,Februari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-02-16,-1.45,Februari M3,Februari,M3,2025,csv_migration,2025-10-25 22:11:54.799526
2025-02-22,-1.14,Februari'25,Februari'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-02-23,-1.14,Februari M4,Februari,M4,2025,csv_migration,2025-10-25 22:11:54.799526
2025-03-01,3.03,Maret'25,Maret'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-03-02,3.03,Maret M1,Maret,M1,2025,csv_migration,2025-10-25 22:11:54.799526
2025-03-08,2.29,Maret'25,Maret'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-03-09,2.29,Maret M2,Maret,M2,2025,csv_migration,2025-10-25 22:11:54.799526
2025-03-15,2.28,Maret'25,Maret'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-03-16,2.28,Maret M3,Maret,M3,2025,csv_migration,2025-10-25 22:11:54.799526
2025-04-08,-1.07,April'25,April'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-04-13,-1.07,April M2,April,M2,2025,csv_migration,2025-10-25 22:11:54.799526
2025-04-15,-1.31,April'25,April'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-04-20,-1.31,April M3,April,M3,2025,csv_migration,2025-10-25 22:11:54.799526
2025-04-22,-2.08,April'25,April'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-04-27,-2.08,April M4,April,M4,2025,csv_migration,2025-10-25 22:11:54.799526
2025-05-01,-2.24,Mei'25,Mei'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-05-04,-2.24,Mei M1,Mei,M1,2025,csv_migration,2025-10-25 22:11:54.799526
2025-05-15,-2.61,Mei'25,Mei'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-05-18,-2.61,Mei M3,Mei,M3,2025,csv_migration,2025-10-25 22:11:54.799526
2025-05-22,-2.81,Mei'25,Mei'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-05-25,-2.81,Mei M4,Mei,M4,2025,csv_migration,2025-10-25 22:11:54.799526
2025-05-29,-2.96,Mei'25,Mei'25,,2025,uploaded,2025-10-26 06:53:04.481861
2025-05-31,-2.96,Mei M5,Mei,M5,2025,csv_migration,2025-10-25 22:11:54.799526
2025-06-01,-1.1,Juni'25 M1,Juni'25,M1,2025,csv_migration,2025-10-26 06:53:04.475861
2025-06-08,-0.86,Juni'25 M2,Juni'25,M2,2025,csv_migration,2025-10-26 06:53:04.475861
2025-06-15,-0.66,Juni'25 M3,Juni'25,M3,2025,csv_migration,2025-10-26 06:53:04.476865
2025-06-22,-0.43,Juni'25 M4,Juni'25,M4,2025,csv_migration,2025-10-26 06:53:04.476865
